iter,loss,elbo,kl,weighted_kl,kl_weight
1,46361.71875,-46361.328125,0.3941752016544342,0.3941752016544342,1.0
2,41613.5625,-41613.07421875,0.4904569089412689,0.4904569089412689,1.0
3,39143.5390625,-39142.68359375,0.8537655472755432,0.8537655472755432,1.0
4,33760.12109375,-33758.66796875,1.452604055404663,1.452604055404663,1.0
5,28160.0859375,-28157.791015625,2.294198751449585,2.294198751449585,1.0
6,23845.27734375,-23841.818359375,3.460820436477661,3.460820436477661,1.0
7,20238.326171875,-20233.404296875,4.9229607582092285,4.9229607582092285,1.0
8,18776.685546875,-18770.001953125,6.684117317199707,6.684117317199707,1.0
9,17862.810546875,-17854.171875,8.63846206665039,8.63846206665039,1.0
10,16864.48828125,-16853.75390625,10.733405113220215,10.733405113220215,1.0
11,15617.73046875,-15604.794921875,12.936164855957031,12.936164855957031,1.0
12,15170.6083984375,-15155.4208984375,15.186939239501953,15.186939239501953,1.0
13,14844.5205078125,-14827.154296875,17.366127014160156,17.366127014160156,1.0
14,14269.2919921875,-14249.9052734375,19.385547637939453,19.385547637939453,1.0
15,13492.091796875,-13470.814453125,21.278188705444336,21.278188705444336,1.0
16,13392.0205078125,-13368.884765625,23.13551902770996,23.13551902770996,1.0
17,13382.9169921875,-13357.916015625,25.000770568847656,25.000770568847656,1.0
18,13029.1455078125,-13002.25,26.89604377746582,26.89604377746582,1.0
19,12598.9697265625,-12570.1748046875,28.795024871826172,28.795024871826172,1.0
20,12408.8447265625,-12378.1875,30.658132553100586,30.658132553100586,1.0
21,12406.3642578125,-12373.9775390625,32.386695861816406,32.386695861816406,1.0
22,12331.6669921875,-12297.7841796875,33.881492614746094,33.881492614746094,1.0
23,12257.7490234375,-12222.57421875,35.173912048339844,35.173912048339844,1.0
24,12344.5693359375,-12308.1953125,36.37313461303711,36.37313461303711,1.0
25,12287.4140625,-12249.9521484375,37.461307525634766,37.461307525634766,1.0
26,12206.916015625,-12168.48828125,38.42647171020508,38.42647171020508,1.0
27,12116.2978515625,-12077.048828125,39.24938201904297,39.24938201904297,1.0
28,12025.875,-11985.966796875,39.90825271606445,39.90825271606445,1.0
29,11938.0576171875,-11897.5830078125,40.47557067871094,40.47557067871094,1.0
30,11911.302734375,-11870.291015625,41.01182556152344,41.01182556152344,1.0
31,11902.73046875,-11861.1728515625,41.55718231201172,41.55718231201172,1.0
32,11809.951171875,-11767.8203125,42.130462646484375,42.130462646484375,1.0
33,11839.90234375,-11797.1904296875,42.711360931396484,42.711360931396484,1.0
34,11788.482421875,-11745.228515625,43.25425338745117,43.25425338745117,1.0
35,11657.888671875,-11614.142578125,43.74680709838867,43.74680709838867,1.0
36,11598.091796875,-11553.876953125,44.21406555175781,44.21406555175781,1.0
37,11589.810546875,-11545.1640625,44.646446228027344,44.646446228027344,1.0
38,11500.603515625,-11455.568359375,45.034996032714844,45.034996032714844,1.0
39,11407.0361328125,-11361.6328125,45.40370178222656,45.40370178222656,1.0
40,11409.4677734375,-11363.6943359375,45.7730712890625,45.7730712890625,1.0
41,11422.125,-11376.01171875,46.113311767578125,46.113311767578125,1.0
42,11270.1455078125,-11223.6943359375,46.45133972167969,46.45133972167969,1.0
43,11241.3212890625,-11194.5263671875,46.79497146606445,46.79497146606445,1.0
44,11148.92578125,-11101.7861328125,47.140350341796875,47.140350341796875,1.0
45,11107.3115234375,-11059.80859375,47.50370788574219,47.50370788574219,1.0
46,11041.5908203125,-10993.7470703125,47.84343338012695,47.84343338012695,1.0
47,10983.5625,-10935.41796875,48.14640808105469,48.14640808105469,1.0
48,10861.1259765625,-10812.654296875,48.47187423706055,48.47187423706055,1.0
49,10822.0341796875,-10773.2783203125,48.75496292114258,48.75496292114258,1.0
50,10685.056640625,-10635.9248046875,49.13322830200195,49.13322830200195,1.0
51,10640.6767578125,-10591.1962890625,49.47966766357422,49.47966766357422,1.0
52,10599.1728515625,-10549.35546875,49.81700897216797,49.81700897216797,1.0
53,10561.7470703125,-10511.544921875,50.203548431396484,50.203548431396484,1.0
54,10473.306640625,-10422.8359375,50.471378326416016,50.471378326416016,1.0
55,10354.4765625,-10303.630859375,50.84635543823242,50.84635543823242,1.0
56,10110.6943359375,-10059.650390625,51.0445556640625,51.0445556640625,1.0
57,10089.90625,-10038.681640625,51.223838806152344,51.223838806152344,1.0
58,9977.3046875,-9925.8134765625,51.4910774230957,51.4910774230957,1.0
59,9915.6630859375,-9864.0068359375,51.65774154663086,51.65774154663086,1.0
60,9779.8310546875,-9727.91015625,51.92018508911133,51.92018508911133,1.0
61,9756.9208984375,-9704.72265625,52.199462890625,52.199462890625,1.0
62,9865.6142578125,-9813.1494140625,52.465187072753906,52.465187072753906,1.0
63,9497.1201171875,-9444.13671875,52.98365020751953,52.98365020751953,1.0
64,9334.8115234375,-9281.4306640625,53.381412506103516,53.381412506103516,1.0
65,9124.3369140625,-9070.56640625,53.77069854736328,53.77069854736328,1.0
66,8833.0478515625,-8778.712890625,54.334266662597656,54.334266662597656,1.0
67,8847.7197265625,-8792.6923828125,55.026737213134766,55.026737213134766,1.0
68,8722.681640625,-8667.05078125,55.6302375793457,55.6302375793457,1.0
69,8832.69140625,-8776.55859375,56.133121490478516,56.133121490478516,1.0
70,8870.556640625,-8813.6640625,56.89145278930664,56.89145278930664,1.0
71,8821.6845703125,-8764.322265625,57.362098693847656,57.362098693847656,1.0
72,7861.0224609375,-7803.07958984375,57.94231414794922,57.94231414794922,1.0
73,7977.8994140625,-7919.2880859375,58.61137390136719,58.61137390136719,1.0
74,7821.68017578125,-7762.46142578125,59.218318939208984,59.218318939208984,1.0
75,7125.1943359375,-7065.23046875,59.96434783935547,59.96434783935547,1.0
76,7425.49658203125,-7364.83203125,60.66444778442383,60.66444778442383,1.0
77,7043.41357421875,-6982.1923828125,61.220924377441406,61.220924377441406,1.0
78,7027.58251953125,-6965.626953125,61.955970764160156,61.955970764160156,1.0
79,6125.19873046875,-6062.869140625,62.32944107055664,62.32944107055664,1.0
80,7213.47021484375,-7150.76123046875,62.70896530151367,62.70896530151367,1.0
81,8495.6669921875,-8432.345703125,63.32246398925781,63.32246398925781,1.0
82,8344.0771484375,-8280.685546875,63.39118194580078,63.39118194580078,1.0
83,6380.00048828125,-6316.5302734375,63.46968460083008,63.46968460083008,1.0
84,6501.65478515625,-6437.96044921875,63.69472122192383,63.69472122192383,1.0
85,7010.98388671875,-6947.05615234375,63.9271354675293,63.9271354675293,1.0
86,5449.609375,-5385.408203125,64.20083618164062,64.20083618164062,1.0
87,5511.15234375,-5446.47412109375,64.67771911621094,64.67771911621094,1.0
88,5867.79443359375,-5802.74072265625,65.05303192138672,65.05303192138672,1.0
89,5694.8984375,-5629.44140625,65.4573745727539,65.4573745727539,1.0
90,4565.00341796875,-4499.2861328125,65.71691131591797,65.71691131591797,1.0
91,4315.0712890625,-4249.109375,65.96187591552734,65.96187591552734,1.0
92,4650.31103515625,-4583.9140625,66.39727020263672,66.39727020263672,1.0
93,4897.51318359375,-4830.64404296875,66.86893463134766,66.86893463134766,1.0
94,4637.08642578125,-4569.75927734375,67.32706451416016,67.32706451416016,1.0
95,5167.8193359375,-5100.30224609375,67.51737976074219,67.51737976074219,1.0
96,3815.012939453125,-3746.94482421875,68.06818389892578,68.06818389892578,1.0
97,4413.0234375,-4344.7255859375,68.2974853515625,68.2974853515625,1.0
98,4682.13134765625,-4613.6337890625,68.49726867675781,68.49726867675781,1.0
99,3566.646728515625,-3497.6181640625,69.0284652709961,69.0284652709961,1.0
100,4833.84814453125,-4764.205078125,69.64247131347656,69.64247131347656,1.0
101,4478.51904296875,-4408.46435546875,70.05498504638672,70.05498504638672,1.0
102,3385.30419921875,-3314.68310546875,70.62093353271484,70.62093353271484,1.0
103,4632.8994140625,-4561.6591796875,71.23981475830078,71.23981475830078,1.0
104,3158.953857421875,-3087.445556640625,71.5084228515625,71.5084228515625,1.0
105,3856.180908203125,-3784.30908203125,71.87178039550781,71.87178039550781,1.0
106,2935.95654296875,-2863.754638671875,72.20167541503906,72.20167541503906,1.0
107,3582.10009765625,-3509.5966796875,72.50372314453125,72.50372314453125,1.0
108,2838.56982421875,-2765.695556640625,72.87451934814453,72.87451934814453,1.0
109,3013.33154296875,-2940.067626953125,73.26384735107422,73.26384735107422,1.0
110,2729.04638671875,-2655.480712890625,73.56573486328125,73.56573486328125,1.0
111,2613.526123046875,-2539.669677734375,73.85651397705078,73.85651397705078,1.0
112,2719.8896484375,-2645.73828125,74.15133666992188,74.15133666992188,1.0
113,2355.003662109375,-2280.57080078125,74.43254089355469,74.43254089355469,1.0
114,2573.779541015625,-2498.9833984375,74.79618835449219,74.79618835449219,1.0
115,2033.9615478515625,-1958.850830078125,75.11091613769531,75.11091613769531,1.0
116,2342.64453125,-2267.16259765625,75.48198699951172,75.48198699951172,1.0
117,2442.696533203125,-2366.787109375,75.90972137451172,75.90972137451172,1.0
118,3451.53857421875,-3375.315673828125,76.22283172607422,76.22283172607422,1.0
119,2078.585205078125,-2002.126708984375,76.45850372314453,76.45850372314453,1.0
120,3219.534423828125,-3142.522216796875,77.0125732421875,77.0125732421875,1.0
121,3935.489013671875,-3858.38525390625,77.10401153564453,77.10401153564453,1.0
122,4051.63818359375,-3974.668212890625,76.97010803222656,76.97010803222656,1.0
123,2157.23779296875,-2079.862060546875,77.37581634521484,77.37581634521484,1.0
124,3914.893798828125,-3836.89501953125,77.99877166748047,77.99877166748047,1.0
125,2613.9619140625,-2536.06103515625,77.90052032470703,77.90052032470703,1.0
126,2864.5029296875,-2786.78564453125,77.717041015625,77.717041015625,1.0
127,2787.11962890625,-2709.048583984375,78.07077026367188,78.07077026367188,1.0
128,3010.7255859375,-2932.057373046875,78.6682357788086,78.6682357788086,1.0
129,2272.377197265625,-2193.319091796875,79.05769348144531,79.05769348144531,1.0
130,2603.28955078125,-2523.86865234375,79.42092895507812,79.42092895507812,1.0
131,2389.161376953125,-2309.279052734375,79.8823013305664,79.8823013305664,1.0
132,1961.6717529296875,-1881.48779296875,80.18372344970703,80.18372344970703,1.0
133,2034.70703125,-1954.257568359375,80.44941711425781,80.44941711425781,1.0
134,1508.668701171875,-1427.6912841796875,80.9773941040039,80.9773941040039,1.0
135,1813.4388427734375,-1731.78173828125,81.65708923339844,81.65708923339844,1.0
136,1372.4388427734375,-1290.443359375,81.9954605102539,81.9954605102539,1.0
137,1541.7625732421875,-1459.5657958984375,82.19689178466797,82.19689178466797,1.0
138,1449.924560546875,-1367.31201171875,82.61257934570312,82.61257934570312,1.0
139,1527.775146484375,-1444.602783203125,83.17237854003906,83.17237854003906,1.0
140,1484.8519287109375,-1401.4090576171875,83.4428939819336,83.4428939819336,1.0
141,1185.6300048828125,-1102.020751953125,83.60924530029297,83.60924530029297,1.0
142,1476.83935546875,-1392.84716796875,83.9922103881836,83.9922103881836,1.0
143,1037.7532958984375,-953.3514404296875,84.40190124511719,84.40190124511719,1.0
144,1218.0234375,-1133.268798828125,84.75464630126953,84.75464630126953,1.0
145,986.67919921875,-901.6966552734375,84.98252868652344,84.98252868652344,1.0
146,1057.528564453125,-972.2706298828125,85.2578353881836,85.2578353881836,1.0
147,931.3278198242188,-845.72705078125,85.60079193115234,85.60079193115234,1.0
148,943.4673461914062,-857.4953002929688,85.97211456298828,85.97211456298828,1.0
149,916.8364868164062,-830.59765625,86.23882293701172,86.23882293701172,1.0
150,819.2628173828125,-732.831298828125,86.43144226074219,86.43144226074219,1.0
151,834.9059448242188,-748.1241455078125,86.78178405761719,86.78178405761719,1.0
